,State,District,Latitude,Longitude,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Cluster
242,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2003,3,8,0,7,0,1,0,0
243,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2004,4,4,0,8,0,0,0,0
244,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2005,6,7,0,4,0,2,0,0
245,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2006,5,10,0,14,1,2,0,0
246,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2007,8,8,0,15,0,8,0,0
247,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2008,7,10,0,12,1,3,0,0
248,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2009,11,3,0,10,6,1,0,0
249,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2010,4,9,0,13,0,1,0,0
250,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2011,4,17,0,7,0,9,0,0
251,ARUNACHAL PRADESH,PAPUM PARE,27.273529716981127,93.54468183962264,2012,7,15,0,8,2,3,0,0
252,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2001,1,0,0,5,1,0,0,0
253,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2002,1,0,0,0,1,1,0,0
254,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2003,0,0,0,1,0,0,0,0
255,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2004,0,0,0,13,0,1,0,0
256,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2005,1,0,0,1,0,1,0,0
257,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2006,0,0,0,1,0,0,0,0
258,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2007,1,0,0,2,0,0,0,0
259,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2008,0,0,0,5,0,0,0,0
260,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2009,0,0,0,0,0,0,0,0
261,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2010,1,0,0,1,0,0,0,0
262,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2011,0,1,0,1,0,0,0,0
263,ARUNACHAL PRADESH,TAWANG,27.680683962264148,91.82504245283016,2012,0,0,0,1,0,0,0,0
264,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2001,1,3,0,0,0,0,0,0
265,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2002,1,0,0,1,0,1,0,0
266,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2003,1,0,0,9,0,2,0,0
267,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2004,1,2,0,1,0,0,0,0
268,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2005,0,0,0,5,0,0,0,0
269,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2006,4,3,1,0,0,0,0,0
270,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2007,0,1,0,2,0,0,0,0
271,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2008,0,2,0,5,0,0,0,0
272,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2009,1,1,0,6,0,0,0,0
273,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2010,1,0,0,2,0,0,0,0
274,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2011,3,1,0,3,0,0,0,0
275,ARUNACHAL PRADESH,TIRAP,26.94406229508198,95.41470327868862,2012,1,6,0,2,0,0,0,0
276,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2003,0,1,0,0,0,0,0,0
277,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2004,0,0,0,0,0,0,0,0
278,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2005,0,0,0,0,0,0,0,0
279,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2006,0,0,0,0,0,0,0,0
280,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2007,0,0,0,0,0,0,0,0
281,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2008,0,0,0,0,0,0,0,0
282,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2009,0,0,0,0,0,0,0,0
283,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2010,0,0,0,0,0,0,0,0
284,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2011,0,0,0,0,0,0,0,0
285,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,29.01994783653848,95.98776394230764,2012,0,0,0,1,0,0,0,0
286,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2001,28,88,10,29,0,95,0,0
287,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2002,55,59,4,18,0,97,0,0
288,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2003,61,56,6,15,0,112,0,0
289,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2004,50,60,8,25,4,102,0,0
290,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2005,56,66,8,25,0,105,0,0
291,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2006,58,70,4,18,0,116,0,0
292,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2007,83,81,10,16,0,180,0,1
293,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2008,97,117,14,34,0,240,0,1
294,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2009,123,98,29,130,0,206,0,1
295,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2010,109,155,12,65,0,197,0,1
296,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2011,92,156,5,25,0,336,0,1
297,ASSAM,BARPETA,26.427872264631056,90.97912010178116,2012,98,224,5,67,0,638,0,1
298,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2001,20,21,1,22,0,26,0,0
299,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2002,21,40,3,2,0,32,0,0
300,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2003,27,40,6,10,0,61,0,0
301,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2004,41,46,3,12,0,23,0,0
302,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2005,38,28,3,15,0,66,0,0
303,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2006,13,19,0,20,0,28,0,0
304,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2007,40,38,5,13,0,124,0,0
305,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2008,51,35,5,13,0,106,0,0
306,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2009,54,53,4,5,0,118,0,0
307,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2010,51,65,14,46,0,222,0,1
308,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2011,72,64,5,2,0,126,0,0
309,ASSAM,BONGAIGAON,26.45012521994133,90.6734296187684,2012,50,59,6,15,0,169,0,0
310,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2001,45,74,7,80,0,216,0,1
311,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2002,71,80,7,156,0,219,0,1
312,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2003,70,95,3,118,0,229,0,1
313,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2004,46,92,4,114,0,256,0,1
314,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2005,51,99,4,165,0,334,0,1
315,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2006,60,105,5,181,0,306,0,1
316,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2007,58,105,4,30,0,364,0,1
317,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2008,72,106,13,19,0,216,0,1
318,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2009,70,131,23,29,1,479,0,3
319,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2010,73,153,15,10,0,504,0,3
320,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2011,74,167,4,7,0,498,0,1
321,ASSAM,CACHAR,24.815570668693017,92.86849650455927,2012,94,163,19,11,0,551,0,3
322,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2001,48,47,9,56,0,37,0,0
323,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2002,33,41,4,68,0,37,0,0
324,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2003,53,63,7,93,0,48,0,1
325,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2004,55,38,7,55,0,38,0,0
326,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2005,47,30,4,65,0,45,0,0
327,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2006,70,46,2,109,0,75,0,1
328,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2007,61,40,3,111,1,81,0,1
329,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2008,57,57,2,162,2,119,0,1
330,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2009,80,96,7,139,0,236,0,1
331,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2010,97,123,4,225,0,378,0,1
332,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2011,95,192,2,109,2,164,0,1
333,ASSAM,DARRANG,26.58463215962442,92.04141338028155,2012,88,168,9,246,0,387,0,1
334,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2001,42,20,0,26,0,0,0,0
335,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2002,48,25,1,23,0,57,0,0
336,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2003,43,10,0,14,0,44,0,0
337,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2004,53,40,0,33,0,74,0,0
338,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2005,52,20,4,31,0,67,0,0
339,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2006,58,30,1,28,0,94,0,0
340,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2007,70,28,0,40,0,121,0,0
341,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2008,88,51,0,40,0,165,0,1
342,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2009,62,63,1,42,0,110,0,0
343,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2010,75,76,5,40,0,122,0,1
344,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2011,62,59,5,40,0,122,0,0
345,ASSAM,DHEMAJI,27.586533438485816,94.71336908517353,2012,74,61,2,17,0,82,0,0
346,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2001,35,37,3,41,0,19,0,0
347,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2002,45,58,1,27,0,43,0,0
348,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2003,38,39,0,28,0,28,0,0
349,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2004,58,68,4,50,0,63,0,0
350,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2005,57,51,4,41,0,53,0,0
351,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2006,53,56,4,48,0,44,0,0
352,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2007,55,2,0,29,0,30,0,0
353,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2008,46,60,4,60,0,100,0,0
354,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2009,46,6,3,44,0,92,0,0
355,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2010,54,31,6,51,0,152,0,0
356,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2011,54,29,0,7,0,135,0,0
357,ASSAM,DIBRUGARH,27.30612284482757,95.0998282327587,2012,50,75,0,138,0,316,0,1
358,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2001,35,35,1,54,0,64,0,0
359,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2002,40,29,2,67,0,93,0,0
360,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2003,60,47,2,36,0,152,0,0
361,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2004,50,51,3,8,0,119,0,0
362,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2005,40,69,3,2,0,142,2,0
363,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2006,55,35,4,45,0,151,0,0
364,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2007,51,39,4,45,0,105,0,0
365,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2008,66,64,4,32,0,117,0,0
366,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2009,90,89,2,2,0,252,0,1
367,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2010,119,117,4,10,0,263,0,1
368,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2011,99,89,3,2,0,142,2,1
369,ASSAM,GOALPARA,26.017277777777807,90.59869891598912,2012,65,68,3,97,0,323,0,1
370,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2001,30,40,0,23,0,26,0,0
371,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2002,42,60,0,36,0,36,0,0
372,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2003,67,60,0,26,0,58,0,0
373,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2004,62,70,0,31,0,79,0,0
374,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2005,54,70,0,27,0,91,0,0
375,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2006,63,70,1,44,0,76,0,0
376,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2007,64,58,0,50,0,99,0,0
377,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2008,42,50,0,46,0,86,0,0
378,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2009,35,97,0,46,0,108,0,0
379,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2010,40,84,9,33,0,148,0,0
380,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2011,54,146,1,66,0,194,0,1
381,ASSAM,GOLAGHAT,26.377219709794485,93.82583397823468,2012,60,154,1,72,0,226,0,1
382,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2001,24,34,2,27,0,28,0,0
383,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2002,24,42,1,30,0,34,0,0
384,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2003,27,35,2,29,2,30,0,0
385,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2004,18,25,2,4,1,23,0,0
386,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2005,18,33,1,6,1,32,0,0
387,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2006,23,48,1,9,0,49,0,0
388,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2007,26,30,3,15,0,60,0,0
389,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2008,39,52,3,8,0,62,0,0
390,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2009,45,44,8,12,0,81,0,0
391,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2010,72,54,3,16,0,129,0,0
392,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2011,61,63,4,27,0,126,0,0
393,ASSAM,HAILAKANDI,24.457496089385486,92.59154664804475,2012,56,65,6,52,0,125,0,1
394,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2001,42,28,2,44,0,48,0,0
395,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2002,36,32,0,39,0,42,0,0
396,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2003,40,28,0,26,0,23,0,0
397,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2004,32,32,0,32,0,35,0,0
398,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2005,29,40,0,40,0,42,0,0
399,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2006,30,52,0,40,0,56,0,0
400,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2007,45,59,3,21,0,55,0,0
401,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2008,44,41,0,59,0,76,0,0
402,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2009,36,40,1,53,0,116,0,0
403,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2010,51,51,0,60,0,163,0,0
404,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2011,49,11,2,49,0,172,0,0
405,ASSAM,JORHAT,26.76244824016563,94.30197722567289,2012,42,95,1,53,0,254,0,1
406,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2001,21,65,2,42,0,27,0,0
407,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2002,41,104,2,23,0,20,0,0
408,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2003,48,23,0,6,0,10,0,0
409,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2004,59,110,3,26,0,67,0,0
410,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2005,73,53,0,26,0,0,0,0
411,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2006,37,60,10,58,0,115,0,0
412,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2007,74,36,0,7,0,144,0,0
413,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2008,36,78,3,75,0,101,0,0
414,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2009,57,108,3,35,0,108,0,1
415,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2010,51,111,5,69,0,159,0,1
416,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2011,63,139,6,61,0,147,0,1
417,ASSAM,KAMRUP,26.170939452054807,91.58863273972592,2012,54,107,5,70,0,172,0,1
418,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2001,5,15,4,5,0,8,0,0
419,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2002,5,9,2,6,0,6,0,0
420,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2003,16,13,0,14,0,4,0,0
421,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2004,14,11,0,8,0,8,0,0
422,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2005,8,15,2,4,1,10,0,0
423,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2006,14,18,2,9,0,11,0,0
424,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2007,16,15,3,10,0,18,0,0
425,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2008,16,12,1,7,0,16,0,0
426,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2009,17,14,0,9,0,23,0,0
427,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2010,19,27,0,7,0,29,0,0
428,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2011,13,35,0,22,0,20,0,0
429,ASSAM,KARBI ANGLONG,26.08966454598031,93.11536570271832,2012,28,50,0,4,0,30,0,0
430,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2001,33,8,1,9,0,30,0,0
431,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2002,23,7,6,11,0,69,0,0
432,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2003,29,40,5,4,0,84,0,0
433,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2004,32,31,8,4,0,67,0,0
434,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2005,28,29,9,8,0,71,0,0
435,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2006,44,46,4,3,0,74,0,0
436,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2007,49,37,13,5,0,82,0,0
437,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2008,19,44,5,10,0,99,0,0
438,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2009,26,36,12,9,0,106,1,0
439,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2010,36,47,10,7,0,141,0,0
440,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2011,46,68,4,15,0,194,0,0
441,ASSAM,KARIMGANJ,24.69660712250711,92.3679498575498,2012,32,85,11,4,0,262,0,0
442,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2001,14,12,0,37,0,20,0,0
443,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2002,15,18,3,51,0,38,0,0
444,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2003,22,31,2,28,0,37,0,0
445,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2004,33,24,2,41,0,45,0,0
446,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2005,36,29,2,17,0,53,0,0
447,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2006,29,39,14,26,0,69,0,0
448,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2007,42,38,1,35,0,82,0,0
449,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2008,55,24,4,16,0,58,0,0
450,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2009,44,35,1,26,0,70,0,0
451,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2010,30,58,1,3,0,86,0,0
452,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2011,52,79,1,31,0,120,0,0
453,ASSAM,KOKRAJHAR,26.497246635730868,90.13997470997688,2012,27,65,3,31,0,84,2,0
454,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2001,64,62,0,22,0,93,0,0
455,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2002,69,74,0,63,0,175,0,1
456,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2003,76,77,0,44,0,108,0,1
457,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2004,56,94,1,46,0,112,0,1
458,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2005,69,110,4,34,0,125,0,1
459,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2006,79,93,6,38,0,110,0,1
460,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2007,62,82,0,47,0,147,0,1
461,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2008,52,71,1,24,0,160,0,0
462,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2009,54,97,3,42,0,187,0,1
463,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2010,39,109,0,60,0,229,0,1
464,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2011,52,120,0,57,0,119,0,1
465,ASSAM,LAKHIMPUR,27.14128805970149,94.0775949253732,2012,62,97,0,25,0,19,0,0
466,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2001,51,109,1,113,4,132,0,1
467,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2002,61,124,7,115,5,158,0,1
468,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2003,105,159,7,107,4,181,0,1
469,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2004,91,134,6,69,5,203,0,1
470,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2005,149,181,2,27,8,291,0,1
471,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2006,133,177,8,10,10,278,0,1
472,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2007,114,203,11,5,9,225,0,3
473,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2008,112,209,9,200,0,371,0,1
474,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2009,162,221,12,134,7,655,0,2
475,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2010,148,293,15,18,9,769,0,2
476,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2011,165,358,20,82,4,772,0,2
477,ASSAM,NAGAON,26.26462170626351,92.9306191144708,2012,173,348,10,245,3,875,0,2
478,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2001,30,27,3,16,0,15,0,0
479,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2002,27,31,0,11,0,24,0,0
480,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2003,33,43,0,18,0,23,0,0
481,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2004,29,48,3,48,0,23,0,0
482,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2005,27,29,2,39,0,19,0,0
483,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2006,17,26,1,32,0,24,0,0
484,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2007,12,22,3,18,0,32,0,0
485,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2008,30,47,6,42,0,54,0,0
486,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2009,31,48,6,76,0,73,0,0
487,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2010,24,51,0,75,0,51,0,0
488,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2011,28,83,4,95,0,140,0,1
489,ASSAM,NALBARI,26.46323767605632,91.40598521126763,2012,34,89,3,83,0,131,0,1
490,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2001,47,64,0,28,0,0,0,0
491,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2002,57,57,6,28,0,71,0,0
492,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2003,38,76,4,15,0,74,0,0
493,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2004,49,81,0,12,0,92,0,0
494,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2005,38,73,2,68,0,81,0,0
495,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2006,54,79,3,65,0,133,0,1
496,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2007,53,43,0,24,0,104,0,0
497,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2008,46,94,4,27,0,139,0,0
498,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2009,71,0,4,52,0,149,0,0
499,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2010,75,127,2,85,0,101,0,1
500,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2011,49,118,8,78,0,99,0,1
501,ASSAM,SIBSAGAR,27.02762869565218,94.90025847826082,2012,78,153,5,134,0,269,0,1
502,ASSAM,SONITPUR,26.73514926829268,92.85197804878044,2001,53,80,1,43,0,99,0,0
503,ASSAM,SONITPUR,26.73514926829268,92.85197804878044,2002,67,109,9,53,0,146,0,1
504,ASSAM,SONITPUR,26.73514926829268,92.85197804878044,2003,64,90,3,56,0,146,0,1
505,ASSAM,SONITPUR,26.73514926829268,92.85197804878044,2004,87,101,5,60,0,167,0,1
506,ASSAM,SONITPUR,26.73514926829268,92.85197804878044,2005,77,106,3,2,0,145,1,1
